LNF_code,Crop_DE,Crop_EN,Crop_FR,Crop_IT,Valid_from,Valid_until,Overlapping,BPA_QI ,Special_culture,Crop_Label,Crop_Label_lv1,Crop_Label_lv2,Crop_Label_lv3,Exclude,Avg_Area_ha,2019_Area_m2,2020_Area_m2,2021_Area_m22,2022_Area_m23,2023_Area_m24,2024_Area_m25,2025_Area_m26
902,"Übrige unproduktive Flächen (z.B. gemulchte Flächen, stark verunkrautete Flächen, Hecken ohne Pufferstreifen)","Other unproductive areas (e.g. mulched areas, heavily weed-infested areas, hedges without buffer strips)","Surfaces improductives (p. ex. haies sans les bandes tampons, surfaces broyées, surfaces avec un degré élevé de mauvaises herbes)","Altre superfici improduttive (p.es. siepi senza fascia tampone, superfici pacciamate, superfici con elevata presenza di malerbe)",,,0.0,0.0,0.0,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,True,49597,30473961,37442131,1174960877,571428032,560772346,551686038,545016799
903,"Flächen ohne landwirtschaftliche Hauptzweckbestimmung (erschlossenes Bauland, Spiel-, Reit-, Camping-, Golf-, Flug- und Militärplätze oder ausgemarchte Bereiche von Eisenbahnen, öffentlichen Strassen und Gewässern)","Areas without a primary agricultural purpose (developed building land, sports, riding, camping, golf, airfields and military areas, or demarcated areas of railways, public roads and water bodies)","Surfaces dont l’affectation principale n’est pas l’exploitation agricole (terrains à bâtir équipés et surfaces comprises dans les terrains de golf et de camping, aérodromes et terrains d’entraînement militaire, surfaces délimitées des bas-côtés des lignes de chemins de fer, de routes publiques, de cours et de plans d’eau)","Superfici la cui destinazione principale non è l’utilizzazione agricola (quelle inserite in terreni edificabili urbanizzati, da golf, da equitazione, da campeggio, di aerodromi e d’esercitazione militare o che rientrano nella zona delimitata di ferrovie, strade pubbliche e corsi d’acqua)",,,0.0,0.0,0.0,,,,,True,733,4776970,7366707,8458939,7834729,7631452,7553120,7702434
904,"Wassergräben, Tümpel, Teiche","Water ditches, ponds and pools","Fossés humides, mares, étangs","Fossati umidi, stagni, pozze",,,0.0,1.0,0.0,Water,Water,Water,Water,,177,1947494,1683014,1949519,1715701,1708321,1707599,1695341
905,"Ruderalflächen, Steinhaufen und -wälle","Ruderal areas, stone heaps and stone walls","Surfaces rudérales, tas d'épierrage et affleurements rocheux","Superfici ruderali, cumuli di pietra, affioramenti rocciosi",,,0.0,1.0,0.0,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,52,412442,476421,446291,521706,529785,610073,630113
906,Trockenmauern,Dry stone walls,Murs de pierres sèches,Muri a secco,,,0.0,1.0,0.0,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,8,74952,73857,79798,77236,77114,77754,77136
907,"Unbefestigte, natürliche Wege",Unpaved natural paths,Chemins naturels non stabilisés,Sentieri e accessi naturali non consolidati,,,0.0,0.0,0.0,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,97,734025,814445,905096,1001957,1095270,1103684,1115001
908,Regionsspezifische Biodiversitätsförderflächen,Region-specific biodiversity promotion areas,Surfaces de promotion de la biodiversité spécifiques à la région,Superfici per la promozione della biodiversità specifiche di una regione,,,0.0,1.0,0.0,,,,,True,95,535515,1075256,1038020,1008844,1008134,1002132,1001045
909,Hausgärten,Home gardens,Jardins potager,Giardini e orti domestici,,,0.0,0.0,0.0,Built-up,Built-up,Built-up,Built-up,,80,255379,548975,861510,978202,993499,985968,997468
911,"Landwirtschaftliche Produktion in Gebäuden (z. B. Champignon, Brüsseler)","Agricultural production in buildings (e.g. mushrooms, witloof chicory)","Production agricole sous abri (par ex. champignons de Paris, chicorée witloof)","Produzione agricola in edifici (p.es. funghi, cicoria belga)",,,0.0,0.0,0.0,Built-up,Built-up,Built-up,Built-up,,2,9260,11948,24562,29894,21788,29049,20327
921,Hochstamm-Feldobstbäume (Punkte oder Flächen),High-stem field fruit trees (points or areas),Arbres fruitiers champêtres haute-tige (points ou surface),Alberi da frutto ad alto fusto nei campi (punti o superfici),,,1.0,1.0,0.0,,,,,True,0,,,,,,,
922,Nussbäume (Punkte oder Flächen),Nut trees (points or areas),Noyers (points ou surfaces),Noci (Punti o superfici),,,1.0,1.0,0.0,,,,,True,0,,,,,,,
923,Edelkastanienbäume,Sweet chestnut trees,Châtaigniers,Alberi castagni,,,1.0,1.0,0.0,,,,,True,0,,,,,,,
924,Einheimische standortgerechte Einzelbäume und Alleen (Punkte oder Flächen),Native site-adapted individual trees and tree avenues (points or areas),Arbres isolés indigènes adaptés au site et allées d'arbres (points ou surfaces),Alberi indigeni isolati adatti al luogo e viali alberati (Punti o superfici),,,1.0,1.0,0.0,,,,,True,0,,,,,,,
926,Andere Bäume,Other trees,Autres arbres,Altri alberi,2022.0,,1.0,0.0,0.0,,,,,True,0,,,,,,,
927,Andere Bäume (regionsspezifische Biodiversitätsförderfläche),Other trees (region-specific biodiversity promotion area),Autres arbres (surfaces de promotion de la biodiversité spécifiques à la région),Altri alberi (superfici per la promozione della biodiversità specifiche di una regione),,,1.0,1.0,0.0,,,,,True,0,,,,,,,
928,Andere Elemente (regionsspezifische Biodiversitätsförderfläche),Other elements (region-specific biodiversity promotion area),Autres éléments (surfaces de promotion de la biodiversité spécifiques à la région),Altri elementi (superficie per la promozione della biodiversità specifica di una regione),,,1.0,1.0,0.0,,,,,True,0,,,,,,,
930,Sömmerungsweiden,Summer grazing pastures,Pâturages d’estivage,Pascoli d’estivazione,,,0.0,0.0,0.0,Alpine Pasture,Alpine Pasture,Alpine Pasture,Grassland,,194234,999190384,1086529163,2132467546,2043353127,2247364347,2438138613,2649329690
933,Gemeinschaftsweiden,Communal pastures,Pâturages communautaires,Pascoli comunitari,,,0.0,0.0,0.0,Communal Pasture,Pasture,Pasture,Grassland,True,1458,0,19768,14671252,18252885,18244256,18765977,17522652
935,Heuwiesen mit Zufütterung während der Sömmerung,Hay meadows with supplementary feeding during summer grazing,"Prairies de fauche en région d’estivage, pour l'affouragement pendant l'estivage","Prati da sfalcio nella regione d’estivazione, per l'alimentazione durante l'estivazione",,,0.0,0.0,0.0,,,,,True,29,74516,256056,333726,305926,356964,375351,333220
936,Streueflächen im Sömmerungsgebiet,Litter areas in summer-grazing regions,"Surfaces à litière, région d’estivage",Terreni da strame nella regione d’estivazione,,,0.0,0.0,0.0,Wetland,Wetland,Wetland,Wetland,,338,3081844,3451578,2979251,2978794,2983840,3082720,5119455
950,Ackerschonstreifen,Arable field margin strips,Bande culturale extensive,Fasce di colture estensive in campicoltura,2023.0,,1.0,1.0,0.0,Fallow,Fallow,Temporary Grassland,Arable Land,True,0,,,,,,,
951,Getreide in weiter Reihe,Cereals in wide rows,Céréales en lignes de semis espacées,Cereali in file distanziate,2023.0,2024.0,1.0,1.0,0.0,,,,,True,0,,,,,,,
998,Übrige Flächen ausserhalb der landwirtschaftlichen Nutzfläche und Sömmerungsfläche,Other areas outside agricultural land and summer-grazing areas,Autres surfaces situées en dehors de la surface agricole utile et la surface d’estivage,Altre superfici fuori della superficie agricola utilizzata e superfici d’estivazione,,,0.0,0.0,0.0,,,,,True,575,2741766,3478020,6463818,5132030,6269063,7553210,8585861
1901,Fels (swissTLM3D),Rock (swissTLM3D),Roche (swissTLM3D),Roccia (swissTLM3D),,,,,,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,270153,2791606514,2789966961,2638808540,2648823817,2650863800,2671037655,2719611123
1902,Fels locker (swissTLM3D),Loose rock (swissTLM3D),Roche meuble (swissTLM3D),Roccia sciolta (swissTLM3D),,,,,,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,21359,216997012,216605426,207834391,208926349,212518495,215152072,217125937
1903,Felsbloecke (swissTLM3D),Boulders (swissTLM3D),Blocs rocheux (swissTLM3D),Massi (swissTLM3D),,,,,,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,2102,18656346,18638224,17362430,17447942,19481768,23725950,31829938
1904,Felsbloecke locker (swissTLM3D),Loose boulders (swissTLM3D),Blocs rocheux meubles (swissTLM3D),Massi sciolti (swissTLM3D),,,,,,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,851,8021720,7969020,7930426,7984809,8372014,9184004,10100388
1905,Lockergestein (swissTLM3D),Unconsolidated sediment (swissTLM3D),Sédiment meuble (swissTLM3D),Sedimento sciolto (swissTLM3D),,,,,,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,273653,2814170108,2812677530,2702986340,2708970632,2690479379,2695529295,2730870547
1906,Lockergestein locker (swissTLM3D),Loose unconsolidated sediment (swissTLM3D),Sédiment meuble meuble (swissTLM3D),Sedimento sciolto sciolto (swissTLM3D),,,,,,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,27633,266773686,266583491,263544302,264679469,268996991,295974706,307787127
1907,Gletscher (swissTLM3D),Glacier (swissTLM3D),Glacier (swissTLM3D),Ghiacciaio (swissTLM3D),,,,,,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,95986,1012778860,1012767710,1004522082,953695500,945013169,922317744,867937804
1908,Schneefeld Toteis (swissTLM3D),Snowfield / dead ice (swissTLM3D),Champ de neige / glace morte (swissTLM3D),Campo di neve / ghiaccio morto (swissTLM3D),,,,,,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,4085,0,0,0,49863220,47881416,38750668,26888352
1909,Stehende Gewaesser (swissTLM3D),Standing water (swissTLM3D),Eaux stagnantes (swissTLM3D),Acque stagnanti (swissTLM3D),,,,,,Water,Water,Water,Water,,223425,2234484103,2234583486,2232933088,2234292667,2234278557,2234291127,2234918055
1910,Fliessgewaesser (swissTLM3D),Flowing water (swissTLM3D),Eaux courantes (swissTLM3D),Acque correnti (swissTLM3D),,,,,,Water,Water,Water,Water,,14073,140818365,140740364,140563060,140561235,140689980,140846038,140900377
1911,Feuchtgebiet (swissTLM3D),Wetland (swissTLM3D),Zone humide (swissTLM3D),Zona umida (swissTLM3D),,,,,,Wetland,Wetland,Wetland,Wetland,,12144,132537695,120638205,109814368,111464762,122123085,126802149,126700088
1912,Gehölzflaeche (swissTLM3D),Woodland (swissTLM3D),Boisement (swissTLM3D),Boschetto (swissTLM3D),,,,,,Forest,Forest,Forest,Forest,,11264,120643841,109473723,109341420,110936176,111776327,112709030,113632575
1913,Gebüschwald (swissTLM3D),Shrub forest (swissTLM3D),Forêt de broussailles (swissTLM3D),Bosco di cespugli (swissTLM3D),,,,,,Forest,Forest,Forest,Forest,,51810,540663809,539430298,510820303,513149249,509340323,507504729,505807870
1914,Wald offen (swissTLM3D),Open forest (swissTLM3D),Forêt ouverte (swissTLM3D),Bosco aperto (swissTLM3D),,,,,,Forest,Forest,Forest,Forest,,27540,285720086,275139915,263768061,268637841,269424256,279881832,285257268
1915,Wald (swissTLM3D),Forest (swissTLM3D),Forêt (swissTLM3D),Foresta (swissTLM3D),,,,,,Forest,Forest,Forest,Forest,,1090778,11179558293,11035735331,10871379755,10805051387,10810312563,10817581981,10834814808
1921,Strassen (swissTLM3D),Roads (swissTLM3D),Routes (swissTLM3D),Strade (swissTLM3D),,,,,,Built-up,Built-up,Built-up,Built-up,,52009,532286475,517937365,515296790,518741818,518454820,518555026,519365011
1922,Eisenbahn (swissTLM3D),Railway (swissTLM3D),Chemin de fer (swissTLM3D),Ferrovia (swissTLM3D),,,,,,Built-up,Built-up,Built-up,Built-up,,6551,64432963,64277028,64057254,64034435,67302990,67208597,67222947
1923,Gebäude (swissTLM3D),Buildings (swissTLM3D),Bâtiments (swissTLM3D),Edifici (swissTLM3D),,,,,,Built-up,Built-up,Built-up,Built-up,,55985,539531327,537846977,545900322,551932671,558096044,579799599,605866246
1924,Sportplatz (swissTLM3D),Sports field (swissTLM3D),Terrain de sport (swissTLM3D),Campo sportivo (swissTLM3D),,,,,,Built-up,Built-up,Built-up,Built-up,,2650,26443230,26372005,26400642,26603876,26608224,26522471,26580278
1925,Staubaute (swissTLM3D),Dam / barrier (swissTLM3D),Barrage (swissTLM3D),Diga / sbarramento (swissTLM3D),,,,,,Built-up,Built-up,Built-up,Built-up,,491,4480876,4403443,4695608,4986897,5224111,5226677,5382967
1926,Verkehrsbaute (swissTLM3D),Traffic structure (swissTLM3D),Structure de circulation (swissTLM3D),Struttura stradale (swissTLM3D),,,,,,Built-up,Built-up,Built-up,Built-up,,829,8460611,8322994,8372238,8350324,8158163,8151821,8219850
1927,Nutzungsareale (swissTLM3D),Usage area (swissTLM3D),Zone d'utilisation (swissTLM3D),Area di utilizzo (swissTLM3D),,,,,,Built-up,Built-up,Built-up,Built-up,,1052,10734695,10352219,10310399,10467840,10421374,10481408,10850008
1928,Abbauareale (swissTLM3D),Extraction area (swissTLM3D),Zone d'extraction (swissTLM3D),Area di estrazione (swissTLM3D),,,,,,Unproductive Area,Unproductive Area,Unproductive Area,Unproductive Area,,2943,0,0,0,0,29526013,29325624,0
1929,Schrebergartenareale (swissTLM3D),Allotment gardens (swissTLM3D),Jardins familiaux (swissTLM3D),Orti (swissTLM3D),,,,,,Built-up,Built-up,Built-up,Built-up,,1194,12188254,12096403,11939783,11910795,11836638,11821150,11793669
1930,Verkehrsareale (swissTLM3D),Traffic area (swissTLM3D),Zone de circulation (swissTLM3D),Area di traffico (swissTLM3D),,,,,,Built-up,Built-up,Built-up,Built-up,,3026,29042375,29040868,29634673,30412524,30824612,31233690,31623709
